dataset,sequence_id,start_time_sec,end_time_sec,duration_sec,script,script_id,script_sequence_id,actions_json,action_count,review_level,reviewed
aea,loc1_script1_seq3_rec1,1774.374342137,1804.324346262,29.950004125000078,Clean the place,1,3,"[{""label"":""Cleaning / Tidying"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",1,3,False
aea,loc1_script1_seq3_rec1,1804.374343962,1834.324340887,29.94999692500005,Clean the place,1,3,"[{""label"":""Cleaning / Tidying"",""segments"":[{""end"":""00:12"",""start"":""00:04""},{""end"":""00:20"",""start"":""00:16""}]},{""label"":""Walking"",""segments"":[{""end"":""00:30"",""start"":""00:20""}]}]",2,3,False
aea,loc1_script1_seq3_rec1,1834.37434305,1864.324339175,29.94999612499987,Clean the place,1,3,"[{""label"":""Walking"",""segments"":[{""end"":""00:06"",""start"":""00:00""},{""end"":""00:24"",""start"":""00:16""}]},{""label"":""Cleaning / Tidying"",""segments"":[{""end"":""00:16"",""start"":""00:10""}]}]",2,3,False
aea,loc1_script1_seq3_rec1,1864.374344387,1894.324343462,29.949999074999823,Clean the place,1,3,"[{""label"":""Cleaning / Tidying"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",1,3,False
aea,loc1_script1_seq3_rec1,1894.374345425,1911.374345012,16.999999587000048,Clean the place,1,3,"[{""label"":""Cleaning / Tidying"",""segments"":[{""end"":""00:11"",""start"":""00:00""}]},{""label"":""Walking"",""segments"":[{""end"":""00:18"",""start"":""00:11""}]}]",2,3,False
aea,loc1_script1_seq5_rec1,2026.382992912,2056.332997862,29.950004949999993,Video game break,1,5,"[{""label"":""Video Games"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",1,3,False
aea,loc1_script1_seq5_rec1,2056.383000037,2086.3330007,29.950000663000083,Video game break,1,5,"[{""label"":""Video Games"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",1,3,False
aea,loc1_script1_seq5_rec1,2086.382999112,2116.332995862,29.949996750000082,Video game break,1,5,"[{""label"":""Video Games"",""segments"":[{""end"":""00:29"",""start"":""00:00""}]}]",1,3,False
aea,loc1_script1_seq5_rec1,2116.382998987,2146.332997075,29.94999808800003,Video game break,1,5,"[{""label"":""Video Games"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",1,3,False
aea,loc1_script1_seq5_rec1,2146.382999237,2146.732999487,0.3500002499999937,Video game break,1,5,"[{""label"":""Video Games"",""segments"":[{""end"":""00:07"",""start"":""00:00""}]}]",1,3,False
aea,loc1_script1_seq6_rec1,2238.354659325,2268.304668737,29.950009412000327,Food and accomodations,1,6,"[{""label"":""Walking"",""segments"":[{""end"":""00:09"",""start"":""00:02""}]},{""label"":""Searching for Objects"",""segments"":[{""end"":""00:28"",""start"":""00:20""}]}]",2,3,False
aea,loc1_script1_seq6_rec1,2268.35466345,2298.304658112,29.949994662000336,Food and accomodations,1,6,"[{""label"":""Food Preparation"",""segments"":[{""end"":""00:22"",""start"":""00:00""}]},{""label"":""Eating"",""segments"":[{""end"":""00:30"",""start"":""00:22""}]}]",2,3,False
aea,loc1_script1_seq6_rec1,2298.35466145,2328.304658112,29.949996662000103,Food and accomodations,1,6,"[{""label"":""Cleaning / Tidying"",""segments"":[{""end"":""00:24"",""start"":""00:00""}]},{""label"":""Walking"",""segments"":[{""end"":""00:29"",""start"":""00:24""}]}]",2,3,False
aea,loc1_script1_seq6_rec1,2328.354660287,2358.304655912,29.9499956249997,Food and accomodations,1,6,"[{""label"":""Walking"",""segments"":[{""end"":""00:14"",""start"":""00:08""}]},{""label"":""Searching for Objects"",""segments"":[{""end"":""00:27"",""start"":""00:16""}]}]",2,3,True
aea,loc1_script1_seq6_rec1,2358.354661575,2388.304660037,29.949998461999712,Food and accomodations,1,6,"[{""label"":""Food Preparation"",""segments"":[{""end"":""00:12"",""start"":""00:00""}]},{""label"":""Cleaning / Tidying"",""segments"":[{""end"":""00:23"",""start"":""00:12""}]},{""label"":""Eating"",""segments"":[{""end"":""00:30"",""start"":""00:25""}]}]",3,3,False
aea,loc1_script1_seq6_rec1,2388.354662575,2396.304656112,7.949993536999955,Food and accomodations,1,6,"[{""label"":""Eating"",""segments"":[{""end"":""00:08"",""start"":""00:00""}]}]",1,3,False
aea,loc1_script1_seq7_rec1,1249.556750725,1279.50675035,29.94999962499992,Read and wait,1,7,"[{""label"":""Reading"",""segments"":[{""end"":""00:29"",""start"":""00:04""}]}]",1,3,False
aea,loc1_script1_seq7_rec1,1279.556748812,1309.506751812,29.950002999999924,Read and wait,1,7,"[{""label"":""Reading"",""segments"":[{""end"":""00:31"",""start"":""00:00""}]}]",1,3,False
aea,loc1_script1_seq7_rec1,1309.556750262,1339.506749512,29.94999925000002,Read and wait,1,7,"[{""label"":""Reading"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",1,3,False
aea,loc1_script1_seq7_rec1,1339.556751687,1369.506750975,29.949999287999844,Read and wait,1,7,"[{""label"":""Reading"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",1,3,True
aea,loc1_script1_seq7_rec1,1369.556749387,1399.506748687,29.949999299999945,Read and wait,1,7,"[{""label"":""Reading"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:15"",""start"":""00:10""}]}]",2,3,False
aea,loc1_script1_seq7_rec1,1399.55675085,1429.506750137,29.949999286999855,Read and wait,1,7,"[{""label"":""Reading"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",1,3,True
aea,loc1_script1_seq7_rec1,1429.556748562,1459.506751562,29.95000300000015,Read and wait,1,7,"[{""label"":""Reading"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",1,3,False
aea,loc1_script1_seq7_rec1,1459.556750012,1489.506749262,29.94999925000002,Read and wait,1,7,"[{""label"":""Reading"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",1,3,False
aea,loc1_script1_seq7_rec1,1489.556751437,1508.106749262,18.54999782499999,Read and wait,1,7,"[{""label"":""Reading"",""segments"":[{""end"":""00:13"",""start"":""00:00""}]}]",1,3,True
aea,loc1_script2_seq1_rec1,379.667327175,409.617326375,29.94999919999998,Friends arrives at home,2,1,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:29"",""start"":""00:09""}]}]",1,3,False
aea,loc1_script2_seq1_rec1,409.667327712,439.617323875,29.949996163000037,Friends arrives at home,2,1,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",1,3,False
aea,loc1_script2_seq1_rec1,439.6673305,469.61732255,29.94999204999999,Friends arrives at home,2,1,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",1,3,False
aea,loc1_script2_seq1_rec1,469.66732555,499.61732275,29.94999720000004,Friends arrives at home,2,1,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Using Phone / Tablet"",""segments"":[{""end"":""00:21"",""start"":""00:16""},{""end"":""00:30"",""start"":""00:25""}]}]",2,3,False
aea,loc1_script2_seq1_rec1,499.667324925,499.967361925,0.3000369999999748,Friends arrives at home,2,1,"[{""label"":""Using Phone / Tablet"",""segments"":[{""end"":""00:06"",""start"":""00:00""}]}]",1,3,False
aea,loc1_script2_seq1_rec2,557.454148525,587.404148487,29.949999961999993,Friends arrives at home,2,1,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:08""}]}]",1,3,False
aea,loc1_script2_seq1_rec2,587.4541469,617.4041524,29.95000550000009,Friends arrives at home,2,1,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:02""}]}]",1,3,False
aea,loc1_script2_seq1_rec2,617.454154525,647.404143787,29.949989261999917,Friends arrives at home,2,1,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",1,3,False
aea,loc1_script2_seq1_rec2,647.4541422,677.404155287,29.950013087000002,Friends arrives at home,2,1,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:31"",""start"":""00:00""}]},{""label"":""Using Phone / Tablet"",""segments"":[{""end"":""00:18"",""start"":""00:15""},{""end"":""00:31"",""start"":""00:27""}]},{""label"":""Drinking"",""segments"":[{""end"":""00:25"",""start"":""00:21""}]}]",3,3,False
aea,loc1_script2_seq3_rec1,910.4044105,940.354411125,29.950000624999916,Caffeination,2,3,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:29"",""start"":""00:00""}]},{""label"":""Walking"",""segments"":[{""end"":""00:23"",""start"":""00:07""}]}]",2,3,False
aea,loc1_script2_seq3_rec1,940.404417212,970.354414175,29.94999696299999,Caffeination,2,3,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:19"",""start"":""00:09""},{""end"":""00:30"",""start"":""00:27""}]}]",1,3,False
aea,loc1_script2_seq3_rec1,970.40442305,1000.354416175,29.949993124999992,Caffeination,2,3,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",1,3,False
aea,loc1_script2_seq3_rec1,1000.404414625,1030.354416875,29.95000225000001,Caffeination,2,3,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:28"",""start"":""00:00""}]}]",1,3,False
aea,loc1_script2_seq3_rec1,1030.40441905,1060.3544065,29.949987450000208,Caffeination,2,3,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:14""}]}]",1,3,False
aea,loc1_script2_seq3_rec1,1060.404404962,1090.354410175,29.950005213000168,Caffeination,2,3,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",1,3,False
aea,loc1_script2_seq3_rec1,1090.404370425,1106.75440925,16.350038824999956,Caffeination,2,3,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:16"",""start"":""00:00""}]},{""label"":""Drinking"",""segments"":[{""end"":""00:11"",""start"":""00:06""}]},{""label"":""Using Phone / Tablet"",""segments"":[{""end"":""00:16"",""start"":""00:11""}]}]",3,3,False
aea,loc1_script2_seq3_rec2,743.402106387,773.352108937,29.950002550000022,Caffeination,2,3,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:02""}]},{""label"":""Walking"",""segments"":[{""end"":""00:19"",""start"":""00:02""}]},{""label"":""Searching for Objects"",""segments"":[{""end"":""00:27"",""start"":""00:19""}]}]",3,3,False
aea,loc1_script2_seq3_rec2,773.402106437,803.35211085,29.950004412999988,Caffeination,2,3,"[{""label"":""Drink Preparation"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:12"",""start"":""00:00""},{""end"":""00:30"",""start"":""00:27""}]}]",2,3,False
aea,loc1_script2_seq3_rec2,803.402113562,833.352114312,29.950000750000072,Caffeination,2,3,"[{""label"":""Drink Preparation"",""segments"":[{""end"":""00:29"",""start"":""00:01""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",2,3,False
aea,loc1_script2_seq3_rec2,833.4021086,863.3521056,29.94999699999994,Caffeination,2,3,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:21"",""start"":""00:00""}]},{""label"":""Drink Preparation"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",2,3,False
aea,loc1_script2_seq3_rec2,863.402101512,893.352106512,29.950005000000033,Caffeination,2,3,"[{""label"":""Drink Preparation"",""segments"":[{""end"":""00:31"",""start"":""00:00""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:31"",""start"":""00:00""}]}]",2,3,True
aea,loc1_script2_seq3_rec2,893.402104937,923.352119562,29.950014624999994,Caffeination,2,3,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:05"",""start"":""00:00""},{""end"":""00:30"",""start"":""00:27""}]},{""label"":""Drink Preparation"",""segments"":[{""end"":""00:27"",""start"":""00:05""}]}]",2,3,False
aea,loc1_script2_seq3_rec2,923.402110562,939.152106887,15.749996324999984,Caffeination,2,3,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:16"",""start"":""00:00""}]},{""label"":""Drinking"",""segments"":[{""end"":""00:10"",""start"":""00:04""}]},{""label"":""Using Phone / Tablet"",""segments"":[{""end"":""00:16"",""start"":""00:13""}]}]",3,3,False
aea,loc1_script2_seq4_rec1,1285.405559612,1315.35555745,29.949997838000172,Grab cream sugar and snacks,2,4,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:15"",""start"":""00:02""},{""end"":""00:30"",""start"":""00:24""}]}]",1,3,False
aea,loc1_script2_seq4_rec1,1315.40556215,1345.355559112,29.949996962000114,Grab cream sugar and snacks,2,4,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:21"",""start"":""00:04""}]},{""label"":""Food Preparation"",""segments"":[{""end"":""00:25"",""start"":""00:08""}]}]",2,2,True
aea,loc1_script2_seq4_rec1,1345.40556895,1375.355560737,29.949991786999817,Grab cream sugar and snacks,2,4,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:09"",""start"":""00:00""},{""end"":""00:30"",""start"":""00:24""}]},{""label"":""Drink Preparation"",""segments"":[{""end"":""00:13"",""start"":""00:05""}]},{""label"":""Cleaning / Tidying"",""segments"":[{""end"":""00:22"",""start"":""00:11""}]}]",3,3,False
aea,loc1_script2_seq4_rec1,1375.40556415,1405.355559112,29.94999496200012,Grab cream sugar and snacks,2,4,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:01""}]}]",1,3,False
aea,loc1_script2_seq4_rec1,1405.405561275,1435.35556545,29.950004175000004,Grab cream sugar and snacks,2,4,"[{""label"":""Eating"",""segments"":[{""end"":""00:29"",""start"":""00:10""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:29"",""start"":""00:00""}]}]",2,3,False
aea,loc1_script2_seq4_rec1,1435.405558575,1465.355561362,29.950002786999903,Grab cream sugar and snacks,2,4,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Food Preparation"",""segments"":[{""end"":""00:27"",""start"":""00:07""}]},{""label"":""Cutting Food"",""segments"":[{""end"":""00:22"",""start"":""00:18""}]}]",3,3,False
aea,loc1_script2_seq4_rec1,1465.40556215,1495.355556112,29.949993962000008,Grab cream sugar and snacks,2,4,"[{""label"":""Eating"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",2,3,False
aea,loc1_script2_seq4_rec1,1495.405561862,1499.555557612,4.149995750000016,Grab cream sugar and snacks,2,4,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:05"",""start"":""00:00""}]},{""label"":""Using Phone / Tablet"",""segments"":[{""end"":""00:05"",""start"":""00:01""}]}]",2,3,False
aea,loc1_script2_seq4_rec2,1366.6766722,1396.6266727,29.950000499999987,Grab cream sugar and snacks,2,4,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",1,3,False
aea,loc1_script2_seq4_rec2,1396.676678575,1426.626674537,29.949995962000003,Grab cream sugar and snacks,2,4,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:29"",""start"":""00:00""}]},{""label"":""Walking"",""segments"":[{""end"":""00:16"",""start"":""00:09""},{""end"":""00:26"",""start"":""00:19""}]}]",2,3,False
aea,loc1_script2_seq4_rec2,1426.676670412,1456.62666845,29.949998037999876,Grab cream sugar and snacks,2,4,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Using Phone / Tablet"",""segments"":[{""end"":""00:20"",""start"":""00:08""}]},{""label"":""Food Preparation"",""segments"":[{""end"":""00:30"",""start"":""00:21""}]}]",3,3,False
aea,loc1_script2_seq4_rec2,1456.676666875,1486.626667325,29.95000045000006,Grab cream sugar and snacks,2,4,"[{""label"":""Food Preparation"",""segments"":[{""end"":""00:19"",""start"":""00:00""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:29"",""start"":""00:00""}]},{""label"":""Eating"",""segments"":[{""end"":""00:29"",""start"":""00:20""}]}]",3,3,False
aea,loc1_script2_seq4_rec2,1486.676665787,1516.62667175,29.950005962999967,Grab cream sugar and snacks,2,4,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:06"",""start"":""00:00""},{""end"":""00:24"",""start"":""00:18""}]},{""label"":""Eating"",""segments"":[{""end"":""00:24"",""start"":""00:10""}]}]",2,3,False
aea,loc1_script2_seq4_rec2,1516.676672537,1546.626667125,29.94999458799998,Grab cream sugar and snacks,2,4,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Eating"",""segments"":[{""end"":""00:15"",""start"":""00:11""},{""end"":""00:30"",""start"":""00:20""}]}]",2,3,False
aea,loc1_script2_seq4_rec2,1546.676671825,1576.126668537,29.449996711999802,Grab cream sugar and snacks,2,4,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Eating"",""segments"":[{""end"":""00:23"",""start"":""00:10""}]},{""label"":""Using Phone / Tablet"",""segments"":[{""end"":""00:30"",""start"":""00:26""}]}]",3,3,False
aea,loc1_script2_seq6_rec1,2969.405781037,2999.355779412,29.949998375000177,Clean a spill,2,6,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Cleaning / Tidying"",""segments"":[{""end"":""00:11"",""start"":""00:04""},{""end"":""00:26"",""start"":""00:21""}]}]",2,3,False
aea,loc1_script2_seq6_rec1,2999.405781575,3029.355787037,29.950005461999808,Clean a spill,2,6,"[{""label"":""Cleaning / Tidying"",""segments"":[{""end"":""00:10"",""start"":""00:00""}]},{""label"":""Eating"",""segments"":[{""end"":""00:15"",""start"":""00:10""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:29"",""start"":""00:00""}]}]",3,3,False
aea,loc1_script2_seq6_rec1,3029.405780787,3059.355787237,29.950006450000274,Clean a spill,2,6,"[{""label"":""Cleaning / Tidying"",""segments"":[{""end"":""00:20"",""start"":""00:00""}]},{""label"":""Walking"",""segments"":[{""end"":""00:27"",""start"":""00:20""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:21""}]}]",3,3,False
aea,loc1_script2_seq6_rec1,3059.4057822,3089.35578145,29.94999925000002,Clean a spill,2,6,"[{""label"":""Cleaning / Tidying"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",2,3,False
aea,loc1_script2_seq6_rec1,3089.4057882,3095.405779287,5.999991086999671,Clean a spill,2,6,"[{""label"":""Cleaning / Tidying"",""segments"":[{""end"":""00:03"",""start"":""00:00""}]},{""label"":""Using Phone / Tablet"",""segments"":[{""end"":""00:07"",""start"":""00:04""}]}]",2,3,False
aea,loc1_script2_seq6_rec2,2134.45293645,2164.402938025,29.950001574999987,Clean a spill,2,6,"[{""label"":""Cleaning / Tidying"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",2,3,False
aea,loc1_script2_seq6_rec2,2164.452937825,2194.40293765,29.94999982499985,Clean a spill,2,6,"[{""label"":""Tabletop Games"",""segments"":[{""end"":""00:21"",""start"":""00:00""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Cleaning / Tidying"",""segments"":[{""end"":""00:30"",""start"":""00:22""}]}]",3,3,False
aea,loc1_script2_seq6_rec2,2194.45293495,2224.4029324,29.949997449999955,Clean a spill,2,6,"[{""label"":""Cleaning / Tidying"",""segments"":[{""end"":""00:20"",""start"":""00:00""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:03"",""start"":""00:00""},{""end"":""00:30"",""start"":""00:21""}]},{""label"":""Walking"",""segments"":[{""end"":""00:30"",""start"":""00:22""}]}]",3,3,False
aea,loc1_script2_seq6_rec2,2224.4530117,2254.4029422,29.949930499999937,Clean a spill,2,6,"[{""label"":""Cleaning / Tidying"",""segments"":[{""end"":""00:17"",""start"":""00:00""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Using Phone / Tablet"",""segments"":[{""end"":""00:30"",""start"":""00:24""}]}]",3,3,False
aea,loc1_script2_seq6_rec2,2254.452940862,2276.502930362,22.04998949999981,Clean a spill,2,6,"[{""label"":""Using Phone / Tablet"",""segments"":[{""end"":""00:06"",""start"":""00:00""},{""end"":""00:22"",""start"":""00:14""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:21"",""start"":""00:01""}]}]",2,3,True
aea,loc1_script2_seq7_rec1,2304.553393262,2334.503397725,29.950004462999914,Share some vides,2,7,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Walking"",""segments"":[{""end"":""00:10"",""start"":""00:04""}]},{""label"":""Using TV"",""segments"":[{""end"":""00:30"",""start"":""00:11""}]}]",3,3,False
aea,loc1_script2_seq7_rec1,2334.553396187,2364.503390312,29.949994125000103,Share some vides,2,7,"[{""label"":""Using TV"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:08""}]}]",2,3,False
aea,loc1_script2_seq7_rec1,2364.553392475,2394.503399437,29.950006962000316,Share some vides,2,7,"[{""label"":""Using TV"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",2,3,False
aea,loc1_script2_seq7_rec1,2394.553397887,2424.503399062,29.950001175000125,Share some vides,2,7,"[{""label"":""Using TV"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",2,3,False
aea,loc1_script2_seq7_rec1,2424.553397937,2454.503394762,29.949996824999744,Share some vides,2,7,"[{""label"":""Using TV"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",2,3,False
aea,loc1_script2_seq7_rec1,2454.553396937,2484.503399812,29.950002875000337,Share some vides,2,7,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Using TV"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",2,3,False
